split,noise_file,start_sample,length_samples
train,exercise_bike.wav,697306,16000
train,dude_miaowing.wav,614816,16000
train,pink_noise.wav,625615,16000
train,white_noise.wav,646737,16000
train,pink_noise.wav,613585,16000
train,exercise_bike.wav,366216,16000
train,pink_noise.wav,614277,16000
train,doing_the_dishes.wav,1072274,16000
train,exercise_bike.wav,671037,16000
train,dude_miaowing.wav,648154,16000
train,pink_noise.wav,71543,16000
train,exercise_bike.wav,460678,16000
train,white_noise.wav,387411,16000
train,doing_the_dishes.wav,1369976,16000
train,dude_miaowing.wav,452233,16000
train,white_noise.wav,401851,16000
train,dude_miaowing.wav,75028,16000
train,white_noise.wav,286086,16000
train,running_tap.wav,528615,16000
train,exercise_bike.wav,512591,16000
train,white_noise.wav,212565,16000
train,exercise_bike.wav,49387,16000
train,pink_noise.wav,648324,16000
train,exercise_bike.wav,41256,16000
train,dude_miaowing.wav,548627,16000
train,running_tap.wav,329087,16000
train,pink_noise.wav,78599,16000
train,doing_the_dishes.wav,719156,16000
train,white_noise.wav,166515,16000
train,doing_the_dishes.wav,839288,16000
train,dude_miaowing.wav,218691,16000
train,dude_miaowing.wav,103342,16000
train,white_noise.wav,601276,16000
train,pink_noise.wav,483658,16000
train,white_noise.wav,588542,16000
train,doing_the_dishes.wav,809923,16000
train,exercise_bike.wav,416483,16000
train,dude_miaowing.wav,485537,16000
train,dude_miaowing.wav,402918,16000
train,white_noise.wav,572621,16000
train,doing_the_dishes.wav,1213,16000
train,white_noise.wav,645609,16000
train,dude_miaowing.wav,607435,16000
train,doing_the_dishes.wav,700317,16000
train,white_noise.wav,715319,16000
train,exercise_bike.wav,259405,16000
train,dude_miaowing.wav,866962,16000
train,doing_the_dishes.wav,1103648,16000
train,running_tap.wav,445132,16000
train,doing_the_dishes.wav,442825,16000
train,doing_the_dishes.wav,216231,16000
train,exercise_bike.wav,832938,16000
train,dude_miaowing.wav,892982,16000
train,exercise_bike.wav,545880,16000
train,doing_the_dishes.wav,869195,16000
train,white_noise.wav,3472,16000
train,white_noise.wav,497944,16000
train,pink_noise.wav,791918,16000
train,white_noise.wav,426932,16000
train,dude_miaowing.wav,625144,16000
train,exercise_bike.wav,538021,16000
train,dude_miaowing.wav,761068,16000
train,doing_the_dishes.wav,502763,16000
train,dude_miaowing.wav,908444,16000
train,exercise_bike.wav,556444,16000
train,running_tap.wav,187022,16000
train,pink_noise.wav,234232,16000
train,running_tap.wav,703331,16000
train,doing_the_dishes.wav,171467,16000
train,dude_miaowing.wav,721827,16000
train,dude_miaowing.wav,461481,16000
train,doing_the_dishes.wav,884230,16000
train,exercise_bike.wav,184945,16000
train,running_tap.wav,161482,16000
train,pink_noise.wav,538124,16000
train,exercise_bike.wav,352543,16000
train,exercise_bike.wav,170208,16000
train,running_tap.wav,460464,16000
train,doing_the_dishes.wav,247060,16000
train,exercise_bike.wav,430575,16000
train,running_tap.wav,830679,16000
train,white_noise.wav,18100,16000
train,doing_the_dishes.wav,990713,16000
train,exercise_bike.wav,3034,16000
train,running_tap.wav,391274,16000
train,exercise_bike.wav,778075,16000
train,doing_the_dishes.wav,1254689,16000
train,dude_miaowing.wav,849742,16000
train,pink_noise.wav,504094,16000
train,dude_miaowing.wav,928816,16000
train,pink_noise.wav,724881,16000
train,doing_the_dishes.wav,1236325,16000
train,exercise_bike.wav,334061,16000
train,doing_the_dishes.wav,104427,16000
train,pink_noise.wav,813972,16000
train,white_noise.wav,333622,16000
train,exercise_bike.wav,552132,16000
train,doing_the_dishes.wav,899048,16000
train,exercise_bike.wav,878713,16000
train,doing_the_dishes.wav,960620,16000
train,running_tap.wav,737874,16000
train,doing_the_dishes.wav,1502003,16000
train,pink_noise.wav,188969,16000
train,running_tap.wav,468382,16000
train,exercise_bike.wav,54225,16000
train,pink_noise.wav,510630,16000
train,running_tap.wav,912967,16000
train,dude_miaowing.wav,412156,16000
train,dude_miaowing.wav,123128,16000
train,running_tap.wav,709924,16000
train,white_noise.wav,687750,16000
train,running_tap.wav,243673,16000
train,dude_miaowing.wav,285194,16000
train,white_noise.wav,513137,16000
train,exercise_bike.wav,209511,16000
train,exercise_bike.wav,651913,16000
train,doing_the_dishes.wav,1098956,16000
train,doing_the_dishes.wav,286734,16000
train,exercise_bike.wav,407008,16000
train,doing_the_dishes.wav,814537,16000
train,exercise_bike.wav,160241,16000
train,dude_miaowing.wav,721082,16000
train,white_noise.wav,179417,16000
train,white_noise.wav,528995,16000
train,pink_noise.wav,370612,16000
train,dude_miaowing.wav,298081,16000
train,dude_miaowing.wav,799575,16000
train,dude_miaowing.wav,421895,16000
train,pink_noise.wav,559514,16000
train,running_tap.wav,208186,16000
train,exercise_bike.wav,787956,16000
train,white_noise.wav,563983,16000
train,doing_the_dishes.wav,332213,16000
train,pink_noise.wav,207319,16000
train,exercise_bike.wav,61895,16000
train,exercise_bike.wav,767330,16000
train,pink_noise.wav,477078,16000
train,white_noise.wav,187089,16000
train,pink_noise.wav,673258,16000
train,pink_noise.wav,348533,16000
train,pink_noise.wav,252165,16000
train,pink_noise.wav,312829,16000
train,doing_the_dishes.wav,806318,16000
train,running_tap.wav,605272,16000
train,exercise_bike.wav,345723,16000
train,running_tap.wav,717444,16000
train,pink_noise.wav,173772,16000
train,white_noise.wav,903175,16000
train,running_tap.wav,664159,16000
train,white_noise.wav,543636,16000
train,pink_noise.wav,933464,16000
train,doing_the_dishes.wav,865064,16000
train,running_tap.wav,101421,16000
train,running_tap.wav,743646,16000
train,dude_miaowing.wav,324588,16000
train,dude_miaowing.wav,886169,16000
train,doing_the_dishes.wav,423055,16000
train,white_noise.wav,551638,16000
train,exercise_bike.wav,670835,16000
train,dude_miaowing.wav,503894,16000
train,exercise_bike.wav,543489,16000
train,pink_noise.wav,471495,16000
train,white_noise.wav,475590,16000
train,dude_miaowing.wav,567918,16000
train,running_tap.wav,793220,16000
train,running_tap.wav,655249,16000
train,running_tap.wav,438706,16000
train,doing_the_dishes.wav,1371720,16000
train,running_tap.wav,33044,16000
train,white_noise.wav,119903,16000
train,running_tap.wav,125486,16000
train,pink_noise.wav,463371,16000
train,doing_the_dishes.wav,22513,16000
train,running_tap.wav,478529,16000
train,exercise_bike.wav,50304,16000
train,running_tap.wav,373062,16000
train,pink_noise.wav,590673,16000
train,pink_noise.wav,47857,16000
train,exercise_bike.wav,562526,16000
train,pink_noise.wav,155416,16000
train,pink_noise.wav,244128,16000
train,doing_the_dishes.wav,1277931,16000
train,exercise_bike.wav,171630,16000
train,pink_noise.wav,791257,16000
train,pink_noise.wav,68117,16000
train,pink_noise.wav,855456,16000
train,exercise_bike.wav,528383,16000
train,exercise_bike.wav,533198,16000
train,white_noise.wav,372024,16000
train,doing_the_dishes.wav,1015018,16000
train,doing_the_dishes.wav,289632,16000
train,pink_noise.wav,650788,16000
train,pink_noise.wav,710375,16000
train,pink_noise.wav,115082,16000
train,dude_miaowing.wav,553671,16000
train,running_tap.wav,526115,16000
train,doing_the_dishes.wav,946323,16000
train,running_tap.wav,743783,16000
train,exercise_bike.wav,810527,16000
train,white_noise.wav,822630,16000
train,running_tap.wav,368158,16000
train,doing_the_dishes.wav,1047710,16000
train,exercise_bike.wav,84303,16000
train,exercise_bike.wav,593194,16000
train,pink_noise.wav,496113,16000
train,running_tap.wav,142802,16000
train,doing_the_dishes.wav,1484318,16000
train,pink_noise.wav,71956,16000
train,pink_noise.wav,501201,16000
train,running_tap.wav,1161,16000
train,dude_miaowing.wav,47387,16000
train,pink_noise.wav,639306,16000
train,doing_the_dishes.wav,865841,16000
train,white_noise.wav,888707,16000
train,running_tap.wav,51432,16000
train,doing_the_dishes.wav,900040,16000
train,white_noise.wav,364206,16000
train,white_noise.wav,230924,16000
train,doing_the_dishes.wav,1449010,16000
train,dude_miaowing.wav,442938,16000
train,doing_the_dishes.wav,776660,16000
train,doing_the_dishes.wav,144172,16000
train,pink_noise.wav,705566,16000
train,exercise_bike.wav,602784,16000
train,exercise_bike.wav,510438,16000
train,white_noise.wav,820928,16000
train,running_tap.wav,139000,16000
train,white_noise.wav,588489,16000
train,exercise_bike.wav,167940,16000
train,doing_the_dishes.wav,1475100,16000
train,doing_the_dishes.wav,261571,16000
train,dude_miaowing.wav,721567,16000
train,exercise_bike.wav,109384,16000
train,dude_miaowing.wav,384834,16000
train,doing_the_dishes.wav,369460,16000
train,doing_the_dishes.wav,1365674,16000
train,white_noise.wav,431608,16000
train,white_noise.wav,612545,16000
train,exercise_bike.wav,938242,16000
train,exercise_bike.wav,170143,16000
train,running_tap.wav,626531,16000
train,pink_noise.wav,526167,16000
train,doing_the_dishes.wav,283951,16000
train,doing_the_dishes.wav,1481942,16000
train,pink_noise.wav,125318,16000
train,running_tap.wav,395059,16000
train,doing_the_dishes.wav,435847,16000
train,doing_the_dishes.wav,260122,16000
train,running_tap.wav,327520,16000
train,exercise_bike.wav,390966,16000
train,dude_miaowing.wav,500238,16000
train,dude_miaowing.wav,190007,16000
train,running_tap.wav,908949,16000
train,running_tap.wav,599143,16000
train,dude_miaowing.wav,91390,16000
train,exercise_bike.wav,944081,16000
train,dude_miaowing.wav,225499,16000
train,running_tap.wav,602411,16000
train,white_noise.wav,877714,16000
train,doing_the_dishes.wav,125672,16000
train,white_noise.wav,15449,16000
train,white_noise.wav,456439,16000
train,dude_miaowing.wav,919466,16000
train,white_noise.wav,3296,16000
train,doing_the_dishes.wav,589350,16000
train,running_tap.wav,558176,16000
train,white_noise.wav,739524,16000
train,doing_the_dishes.wav,347350,16000
train,running_tap.wav,527534,16000
train,pink_noise.wav,55904,16000
train,running_tap.wav,486666,16000
train,doing_the_dishes.wav,1153422,16000
train,running_tap.wav,179999,16000
train,white_noise.wav,17101,16000
train,running_tap.wav,224191,16000
train,doing_the_dishes.wav,99815,16000
train,pink_noise.wav,140226,16000
train,white_noise.wav,247117,16000
train,exercise_bike.wav,416668,16000
train,pink_noise.wav,564187,16000
train,pink_noise.wav,90417,16000
train,pink_noise.wav,644936,16000
train,exercise_bike.wav,117479,16000
train,pink_noise.wav,173592,16000
train,pink_noise.wav,473674,16000
train,dude_miaowing.wav,637799,16000
train,doing_the_dishes.wav,1008825,16000
train,dude_miaowing.wav,528881,16000
train,doing_the_dishes.wav,335313,16000
train,dude_miaowing.wav,631897,16000
train,doing_the_dishes.wav,382835,16000
train,dude_miaowing.wav,293341,16000
train,doing_the_dishes.wav,355131,16000
train,pink_noise.wav,78784,16000
train,running_tap.wav,467061,16000
train,exercise_bike.wav,396589,16000
train,exercise_bike.wav,704115,16000
train,doing_the_dishes.wav,844831,16000
train,pink_noise.wav,194332,16000
train,white_noise.wav,461512,16000
train,doing_the_dishes.wav,886932,16000
train,doing_the_dishes.wav,468937,16000
train,white_noise.wav,429255,16000
train,running_tap.wav,247876,16000
train,doing_the_dishes.wav,1309112,16000
train,white_noise.wav,781187,16000
train,doing_the_dishes.wav,877687,16000
train,exercise_bike.wav,338414,16000
train,white_noise.wav,230863,16000
train,running_tap.wav,508181,16000
train,dude_miaowing.wav,166079,16000
train,dude_miaowing.wav,714786,16000
train,running_tap.wav,23287,16000
train,dude_miaowing.wav,961061,16000
train,pink_noise.wav,552842,16000
train,white_noise.wav,693027,16000
train,white_noise.wav,435151,16000
train,exercise_bike.wav,551060,16000
train,running_tap.wav,412785,16000
train,dude_miaowing.wav,35610,16000
train,doing_the_dishes.wav,474945,16000
train,dude_miaowing.wav,575975,16000
train,pink_noise.wav,359423,16000
train,doing_the_dishes.wav,673339,16000
train,pink_noise.wav,900077,16000
train,dude_miaowing.wav,458277,16000
train,running_tap.wav,89451,16000
train,doing_the_dishes.wav,126838,16000
train,dude_miaowing.wav,731665,16000
train,pink_noise.wav,38226,16000
train,doing_the_dishes.wav,412989,16000
train,exercise_bike.wav,519424,16000
train,doing_the_dishes.wav,297626,16000
train,doing_the_dishes.wav,1493861,16000
train,exercise_bike.wav,519897,16000
train,running_tap.wav,784671,16000
train,exercise_bike.wav,134313,16000
train,pink_noise.wav,792799,16000
train,pink_noise.wav,219914,16000
train,dude_miaowing.wav,589435,16000
train,dude_miaowing.wav,367009,16000
train,white_noise.wav,719554,16000
train,doing_the_dishes.wav,86077,16000
train,dude_miaowing.wav,786556,16000
train,running_tap.wav,784799,16000
train,white_noise.wav,673,16000
train,running_tap.wav,353982,16000
train,pink_noise.wav,688315,16000
train,doing_the_dishes.wav,336483,16000
train,white_noise.wav,861171,16000
train,dude_miaowing.wav,425175,16000
train,doing_the_dishes.wav,231912,16000
train,exercise_bike.wav,667871,16000
train,running_tap.wav,545625,16000
train,white_noise.wav,782596,16000
train,running_tap.wav,501536,16000
train,exercise_bike.wav,952479,16000
train,doing_the_dishes.wav,120105,16000
train,doing_the_dishes.wav,588152,16000
train,pink_noise.wav,125003,16000
train,dude_miaowing.wav,310816,16000
train,dude_miaowing.wav,660035,16000
train,running_tap.wav,294802,16000
train,running_tap.wav,718179,16000
train,running_tap.wav,818753,16000
train,running_tap.wav,304650,16000
train,white_noise.wav,108383,16000
train,white_noise.wav,704829,16000
train,exercise_bike.wav,769087,16000
train,pink_noise.wav,146779,16000
train,pink_noise.wav,188273,16000
train,running_tap.wav,386260,16000
train,exercise_bike.wav,3895,16000
train,dude_miaowing.wav,155247,16000
train,exercise_bike.wav,900722,16000
train,white_noise.wav,614345,16000
train,pink_noise.wav,410008,16000
train,running_tap.wav,328814,16000
train,running_tap.wav,636238,16000
train,running_tap.wav,58882,16000
train,running_tap.wav,125352,16000
train,white_noise.wav,277283,16000
train,exercise_bike.wav,752088,16000
train,doing_the_dishes.wav,1359579,16000
train,exercise_bike.wav,116080,16000
train,white_noise.wav,895391,16000
train,white_noise.wav,116874,16000
train,running_tap.wav,600553,16000
train,running_tap.wav,847626,16000
train,pink_noise.wav,41653,16000
train,dude_miaowing.wav,582169,16000
train,pink_noise.wav,761173,16000
train,pink_noise.wav,827398,16000
train,doing_the_dishes.wav,539459,16000
train,exercise_bike.wav,828891,16000
train,white_noise.wav,666950,16000
train,dude_miaowing.wav,101629,16000
train,exercise_bike.wav,434776,16000
train,exercise_bike.wav,949197,16000
train,white_noise.wav,42420,16000
train,dude_miaowing.wav,713575,16000
train,exercise_bike.wav,126008,16000
train,doing_the_dishes.wav,440625,16000
train,exercise_bike.wav,77160,16000
train,white_noise.wav,98330,16000
train,exercise_bike.wav,276126,16000
train,exercise_bike.wav,164939,16000
train,dude_miaowing.wav,405778,16000
train,white_noise.wav,851063,16000
train,dude_miaowing.wav,412008,16000
train,running_tap.wav,202968,16000
train,pink_noise.wav,682577,16000
train,pink_noise.wav,592308,16000
train,running_tap.wav,555924,16000
train,running_tap.wav,387380,16000
train,exercise_bike.wav,571083,16000
train,running_tap.wav,507011,16000
train,pink_noise.wav,610452,16000
train,pink_noise.wav,54109,16000
train,dude_miaowing.wav,235391,16000
train,doing_the_dishes.wav,1122765,16000
train,running_tap.wav,622893,16000
train,exercise_bike.wav,639697,16000
train,running_tap.wav,926084,16000
train,exercise_bike.wav,814385,16000
train,running_tap.wav,434795,16000
train,running_tap.wav,222710,16000
train,dude_miaowing.wav,627440,16000
train,pink_noise.wav,11337,16000
train,white_noise.wav,677593,16000
train,dude_miaowing.wav,348257,16000
train,pink_noise.wav,821975,16000
train,running_tap.wav,386264,16000
train,doing_the_dishes.wav,647266,16000
train,pink_noise.wav,442551,16000
train,running_tap.wav,475962,16000
train,dude_miaowing.wav,143751,16000
train,exercise_bike.wav,697252,16000
train,doing_the_dishes.wav,1037653,16000
train,doing_the_dishes.wav,484162,16000
train,white_noise.wav,235663,16000
train,white_noise.wav,846102,16000
train,white_noise.wav,736031,16000
train,dude_miaowing.wav,34143,16000
train,exercise_bike.wav,310160,16000
train,pink_noise.wav,396165,16000
train,pink_noise.wav,921887,16000
train,pink_noise.wav,515567,16000
train,white_noise.wav,879830,16000
train,pink_noise.wav,760634,16000
train,doing_the_dishes.wav,556487,16000
train,dude_miaowing.wav,37002,16000
train,doing_the_dishes.wav,1450401,16000
train,pink_noise.wav,807759,16000
train,running_tap.wav,811801,16000
train,white_noise.wav,127845,16000
train,dude_miaowing.wav,134197,16000
train,running_tap.wav,693431,16000
train,pink_noise.wav,446872,16000
train,doing_the_dishes.wav,1345109,16000
train,pink_noise.wav,29665,16000
train,pink_noise.wav,877069,16000
train,running_tap.wav,520902,16000
train,pink_noise.wav,52687,16000
train,exercise_bike.wav,689323,16000
train,pink_noise.wav,66369,16000
train,dude_miaowing.wav,390598,16000
train,pink_noise.wav,686851,16000
train,white_noise.wav,215656,16000
train,pink_noise.wav,665566,16000
train,doing_the_dishes.wav,243130,16000
train,white_noise.wav,436739,16000
train,doing_the_dishes.wav,1293910,16000
train,pink_noise.wav,597966,16000
train,pink_noise.wav,815305,16000
train,doing_the_dishes.wav,1114890,16000
train,running_tap.wav,66889,16000
train,dude_miaowing.wav,80997,16000
train,pink_noise.wav,499121,16000
train,running_tap.wav,314354,16000
train,white_noise.wav,691969,16000
train,white_noise.wav,110248,16000
train,running_tap.wav,395089,16000
train,white_noise.wav,138983,16000
train,doing_the_dishes.wav,746393,16000
train,exercise_bike.wav,91175,16000
train,doing_the_dishes.wav,264220,16000
train,running_tap.wav,62020,16000
train,exercise_bike.wav,433905,16000
train,running_tap.wav,95308,16000
train,pink_noise.wav,311346,16000
train,doing_the_dishes.wav,581450,16000
train,dude_miaowing.wav,16712,16000
train,running_tap.wav,866785,16000
train,dude_miaowing.wav,477599,16000
train,doing_the_dishes.wav,946043,16000
train,pink_noise.wav,763234,16000
train,exercise_bike.wav,563350,16000
train,pink_noise.wav,207259,16000
train,doing_the_dishes.wav,241363,16000
train,running_tap.wav,429740,16000
train,exercise_bike.wav,492313,16000
train,white_noise.wav,378978,16000
train,white_noise.wav,675845,16000
train,dude_miaowing.wav,558725,16000
train,doing_the_dishes.wav,385262,16000
train,running_tap.wav,114004,16000
train,doing_the_dishes.wav,570069,16000
train,dude_miaowing.wav,395701,16000
train,dude_miaowing.wav,450446,16000
train,exercise_bike.wav,739816,16000
train,exercise_bike.wav,682675,16000
train,doing_the_dishes.wav,725359,16000
train,white_noise.wav,47419,16000
train,dude_miaowing.wav,448498,16000
train,white_noise.wav,616437,16000
train,exercise_bike.wav,614800,16000
train,dude_miaowing.wav,106079,16000
train,dude_miaowing.wav,65420,16000
train,pink_noise.wav,70962,16000
train,exercise_bike.wav,650034,16000
train,exercise_bike.wav,304851,16000
train,exercise_bike.wav,651001,16000
train,dude_miaowing.wav,820999,16000
train,doing_the_dishes.wav,1359028,16000
train,doing_the_dishes.wav,201335,16000
train,running_tap.wav,206564,16000
train,exercise_bike.wav,87522,16000
train,running_tap.wav,304011,16000
train,exercise_bike.wav,24769,16000
train,pink_noise.wav,128078,16000
train,running_tap.wav,511525,16000
train,dude_miaowing.wav,312306,16000
train,running_tap.wav,847408,16000
train,exercise_bike.wav,429335,16000
train,exercise_bike.wav,797768,16000
train,doing_the_dishes.wav,986847,16000
train,white_noise.wav,407613,16000
train,dude_miaowing.wav,927256,16000
train,exercise_bike.wav,754481,16000
train,exercise_bike.wav,535619,16000
train,pink_noise.wav,159776,16000
train,dude_miaowing.wav,621459,16000
train,doing_the_dishes.wav,337672,16000
train,white_noise.wav,236607,16000
train,pink_noise.wav,69368,16000
train,pink_noise.wav,457728,16000
train,white_noise.wav,765038,16000
train,white_noise.wav,243584,16000
train,white_noise.wav,403975,16000
train,dude_miaowing.wav,938121,16000
train,white_noise.wav,902882,16000
train,dude_miaowing.wav,69538,16000
train,white_noise.wav,501547,16000
train,doing_the_dishes.wav,615219,16000
train,exercise_bike.wav,335839,16000
train,exercise_bike.wav,143637,16000
train,white_noise.wav,757954,16000
train,running_tap.wav,395750,16000
train,doing_the_dishes.wav,697085,16000
train,doing_the_dishes.wav,1469432,16000
train,dude_miaowing.wav,745519,16000
train,pink_noise.wav,415563,16000
train,dude_miaowing.wav,421874,16000
train,dude_miaowing.wav,202441,16000
train,doing_the_dishes.wav,1266009,16000
train,pink_noise.wav,178952,16000
train,pink_noise.wav,323394,16000
train,running_tap.wav,258716,16000
train,white_noise.wav,365634,16000
train,white_noise.wav,156451,16000
train,pink_noise.wav,224844,16000
train,dude_miaowing.wav,390628,16000
train,doing_the_dishes.wav,768772,16000
train,exercise_bike.wav,870037,16000
train,dude_miaowing.wav,737407,16000
train,white_noise.wav,552363,16000
train,doing_the_dishes.wav,914104,16000
train,dude_miaowing.wav,684817,16000
train,dude_miaowing.wav,672959,16000
train,doing_the_dishes.wav,1043246,16000
train,exercise_bike.wav,152663,16000
train,doing_the_dishes.wav,13501,16000
train,exercise_bike.wav,714298,16000
train,dude_miaowing.wav,296288,16000
train,running_tap.wav,351222,16000
train,pink_noise.wav,44801,16000
train,running_tap.wav,591788,16000
train,running_tap.wav,869028,16000
train,white_noise.wav,352326,16000
train,exercise_bike.wav,817404,16000
train,doing_the_dishes.wav,1285716,16000
train,dude_miaowing.wav,143164,16000
train,white_noise.wav,685630,16000
train,dude_miaowing.wav,427949,16000
train,doing_the_dishes.wav,686504,16000
train,white_noise.wav,849067,16000
train,exercise_bike.wav,494114,16000
train,dude_miaowing.wav,264223,16000
train,dude_miaowing.wav,276096,16000
train,exercise_bike.wav,862525,16000
train,pink_noise.wav,456317,16000
train,white_noise.wav,725367,16000
train,pink_noise.wav,725321,16000
train,running_tap.wav,933716,16000
train,running_tap.wav,207579,16000
train,exercise_bike.wav,585213,16000
train,white_noise.wav,96840,16000
train,white_noise.wav,544444,16000
train,white_noise.wav,66414,16000
train,exercise_bike.wav,457208,16000
train,white_noise.wav,687148,16000
train,pink_noise.wav,319082,16000
train,dude_miaowing.wav,910260,16000
train,dude_miaowing.wav,832661,16000
train,doing_the_dishes.wav,1405262,16000
train,dude_miaowing.wav,555623,16000
train,exercise_bike.wav,851413,16000
train,dude_miaowing.wav,145320,16000
train,running_tap.wav,796505,16000
train,white_noise.wav,118495,16000
train,dude_miaowing.wav,155323,16000
train,dude_miaowing.wav,498754,16000
train,exercise_bike.wav,954098,16000
train,pink_noise.wav,682538,16000
train,dude_miaowing.wav,271234,16000
train,white_noise.wav,357690,16000
train,pink_noise.wav,423119,16000
train,running_tap.wav,786381,16000
train,exercise_bike.wav,900801,16000
train,pink_noise.wav,197569,16000
train,dude_miaowing.wav,47104,16000
train,pink_noise.wav,273372,16000
train,pink_noise.wav,820213,16000
train,doing_the_dishes.wav,1003094,16000
train,dude_miaowing.wav,615632,16000
train,exercise_bike.wav,537245,16000
train,white_noise.wav,147262,16000
train,pink_noise.wav,43453,16000
train,exercise_bike.wav,611553,16000
train,exercise_bike.wav,617160,16000
train,running_tap.wav,268565,16000
train,white_noise.wav,716030,16000
train,running_tap.wav,362562,16000
train,white_noise.wav,818556,16000
train,running_tap.wav,911734,16000
train,pink_noise.wav,443246,16000
train,running_tap.wav,720109,16000
train,white_noise.wav,47797,16000
train,doing_the_dishes.wav,1012895,16000
train,dude_miaowing.wav,797745,16000
train,dude_miaowing.wav,286914,16000
train,pink_noise.wav,516520,16000
train,dude_miaowing.wav,719755,16000
train,running_tap.wav,229114,16000
train,pink_noise.wav,397654,16000
train,dude_miaowing.wav,140795,16000
train,exercise_bike.wav,874830,16000
train,running_tap.wav,537200,16000
train,doing_the_dishes.wav,483135,16000
train,pink_noise.wav,791254,16000
train,running_tap.wav,37154,16000
train,pink_noise.wav,815474,16000
train,dude_miaowing.wav,744970,16000
train,pink_noise.wav,879188,16000
train,exercise_bike.wav,681244,16000
train,running_tap.wav,360185,16000
train,dude_miaowing.wav,424847,16000
train,doing_the_dishes.wav,729709,16000
train,white_noise.wav,782497,16000
train,doing_the_dishes.wav,502004,16000
train,white_noise.wav,461501,16000
train,doing_the_dishes.wav,298337,16000
train,dude_miaowing.wav,773262,16000
train,pink_noise.wav,59467,16000
train,white_noise.wav,222815,16000
train,doing_the_dishes.wav,167934,16000
train,exercise_bike.wav,698021,16000
train,dude_miaowing.wav,278160,16000
train,pink_noise.wav,572005,16000
train,pink_noise.wav,254496,16000
train,dude_miaowing.wav,726301,16000
train,doing_the_dishes.wav,456759,16000
train,running_tap.wav,292760,16000
train,exercise_bike.wav,550388,16000
train,white_noise.wav,862925,16000
train,exercise_bike.wav,176271,16000
train,running_tap.wav,463214,16000
train,running_tap.wav,262991,16000
train,doing_the_dishes.wav,947186,16000
train,doing_the_dishes.wav,1363266,16000
train,exercise_bike.wav,215555,16000
train,dude_miaowing.wav,767402,16000
train,running_tap.wav,132186,16000
train,pink_noise.wav,429800,16000
train,white_noise.wav,430514,16000
train,exercise_bike.wav,656497,16000
train,dude_miaowing.wav,133257,16000
train,exercise_bike.wav,332977,16000
train,running_tap.wav,856302,16000
train,running_tap.wav,197992,16000
train,exercise_bike.wav,952133,16000
train,dude_miaowing.wav,36357,16000
train,doing_the_dishes.wav,73767,16000
train,doing_the_dishes.wav,522671,16000
train,running_tap.wav,919541,16000
train,doing_the_dishes.wav,403379,16000
train,pink_noise.wav,82987,16000
train,exercise_bike.wav,547780,16000
train,running_tap.wav,594609,16000
train,running_tap.wav,818972,16000
train,white_noise.wav,666111,16000
train,dude_miaowing.wav,446166,16000
train,exercise_bike.wav,844433,16000
train,pink_noise.wav,669128,16000
train,exercise_bike.wav,729967,16000
train,exercise_bike.wav,242176,16000
train,doing_the_dishes.wav,106867,16000
train,doing_the_dishes.wav,837483,16000
train,white_noise.wav,58247,16000
train,white_noise.wav,134650,16000
train,exercise_bike.wav,38039,16000
train,doing_the_dishes.wav,828192,16000
train,pink_noise.wav,602049,16000
train,doing_the_dishes.wav,551774,16000
train,white_noise.wav,205179,16000
train,dude_miaowing.wav,411907,16000
train,running_tap.wav,916826,16000
train,running_tap.wav,242450,16000
train,doing_the_dishes.wav,683364,16000
train,exercise_bike.wav,130697,16000
train,dude_miaowing.wav,870711,16000
train,dude_miaowing.wav,345807,16000
train,white_noise.wav,705673,16000
train,exercise_bike.wav,1650,16000
train,white_noise.wav,87834,16000
train,white_noise.wav,260668,16000
train,dude_miaowing.wav,104272,16000
train,exercise_bike.wav,718089,16000
train,white_noise.wav,222239,16000
train,exercise_bike.wav,103318,16000
train,exercise_bike.wav,163324,16000
train,white_noise.wav,738499,16000
train,running_tap.wav,509072,16000
train,white_noise.wav,916193,16000
train,dude_miaowing.wav,124534,16000
train,white_noise.wav,776094,16000
train,white_noise.wav,53923,16000
train,white_noise.wav,540745,16000
train,pink_noise.wav,775788,16000
train,dude_miaowing.wav,772020,16000
train,running_tap.wav,486262,16000
train,pink_noise.wav,776625,16000
train,pink_noise.wav,692586,16000
train,running_tap.wav,954502,16000
train,running_tap.wav,136569,16000
train,dude_miaowing.wav,313946,16000
train,white_noise.wav,845838,16000
train,running_tap.wav,812395,16000
train,exercise_bike.wav,492956,16000
train,exercise_bike.wav,772669,16000
train,pink_noise.wav,395897,16000
train,white_noise.wav,384541,16000
train,pink_noise.wav,15472,16000
train,running_tap.wav,831807,16000
train,pink_noise.wav,205975,16000
train,pink_noise.wav,221530,16000
train,doing_the_dishes.wav,1505682,16000
train,dude_miaowing.wav,596586,16000
train,white_noise.wav,312149,16000
train,exercise_bike.wav,338517,16000
train,dude_miaowing.wav,524622,16000
train,running_tap.wav,232254,16000
train,dude_miaowing.wav,459492,16000
train,dude_miaowing.wav,220631,16000
train,doing_the_dishes.wav,511547,16000
train,doing_the_dishes.wav,1467557,16000
train,white_noise.wav,172407,16000
train,dude_miaowing.wav,605210,16000
train,doing_the_dishes.wav,1020235,16000
train,dude_miaowing.wav,135947,16000
train,dude_miaowing.wav,494294,16000
train,dude_miaowing.wav,520086,16000
train,white_noise.wav,748896,16000
train,exercise_bike.wav,844110,16000
train,white_noise.wav,215599,16000
train,exercise_bike.wav,564697,16000
