rom_case,case_id,target,window_id,keyword_idx,keyword_margin,accept,candidate,streak,cooldown,armed,quiet_seen,detection,float_pred,float_gated
60,5,0,7,0,17408,1,0,3,0,1,1,,0,0
60,5,0,8,0,12924,1,0,4,0,1,1,,0,0
60,5,0,9,0,35402,1,0,0,10,0,0,0,0,0
60,5,0,10,0,32776,1,0,0,9,0,0,,0,0
60,5,0,11,0,26117,1,0,0,8,0,0,,0,0
60,5,0,12,0,28398,1,0,0,7,0,0,,0,0
60,5,0,13,0,1306,0,0,0,6,0,1,,0,10
60,5,0,14,0,-402,0,0,0,5,0,1,,0,10
60,5,0,15,8,-16021,0,0,0,4,0,1,,10,10
60,5,0,16,0,-26209,0,0,0,3,0,1,,10,10
60,5,0,17,0,-6752,0,0,0,2,0,1,,10,10
60,5,0,18,0,-11838,0,0,0,1,0,1,,10,10
60,5,0,19,0,-26997,0,0,0,0,1,1,,10,10
60,5,0,20,0,-35711,0,0,0,0,1,1,,10,10
61,261,1,0,7,-47498,0,0,0,0,1,1,,10,10
61,261,1,1,7,-20512,0,0,0,0,1,1,,10,10
61,261,1,2,6,-11914,0,0,0,0,1,1,,10,10
61,261,1,3,3,-7228,0,0,0,0,1,1,,10,10
61,261,1,4,3,13431,1,3,1,0,1,1,,3,3
61,261,1,5,9,10743,1,9,1,0,1,1,,9,9
61,261,1,6,9,15617,1,9,2,0,1,1,,9,9
61,261,1,7,9,14062,1,9,3,0,1,1,,9,9
61,261,1,8,9,14694,1,9,4,0,1,1,,9,9
61,261,1,9,9,15450,1,0,0,10,0,0,9,9,9
61,261,1,10,1,14877,1,0,0,9,0,0,,1,1
61,261,1,11,1,16399,1,0,0,8,0,0,,1,1
61,261,1,12,1,18074,1,0,0,7,0,0,,1,1
61,261,1,13,3,9075,1,0,0,6,0,0,,3,3
61,261,1,14,3,2211,0,0,0,5,0,1,,3,10
61,261,1,15,3,2812,0,0,0,4,0,1,,3,10
61,261,1,16,0,1802,0,0,0,3,0,1,,0,10
61,261,1,17,0,-14784,0,0,0,2,0,1,,10,10
61,261,1,18,0,-29648,0,0,0,1,0,1,,10,10
61,261,1,19,0,-23838,0,0,0,0,1,1,,10,10
61,261,1,20,0,-36741,0,0,0,0,1,1,,10,10
62,517,2,0,7,-37957,0,0,0,0,1,1,,10,10
62,517,2,1,7,-26285,0,0,0,0,1,1,,10,10
62,517,2,2,7,-12301,0,0,0,0,1,1,,10,10
62,517,2,3,7,-815,0,0,0,0,1,1,,10,10
62,517,2,4,3,-2340,0,0,0,0,1,1,,10,10
62,517,2,5,5,5713,1,5,1,0,1,1,,5,5
62,517,2,6,9,6373,1,9,1,0,1,1,,9,9
62,517,2,7,4,7214,1,4,1,0,1,1,,4,4
62,517,2,8,5,13640,1,5,1,0,1,1,,5,5
62,517,2,9,5,12511,1,5,2,0,1,1,,5,5
62,517,2,10,4,21433,1,4,1,0,1,1,,4,4
62,517,2,11,5,10569,1,5,1,0,1,1,,5,5
62,517,2,12,5,10138,1,5,2,0,1,1,,5,5
62,517,2,13,6,1823,0,0,0,0,1,1,,6,10
62,517,2,14,9,-3745,0,0,0,0,1,1,,11,11
62,517,2,15,3,4712,1,3,1,0,1,1,,3,3
62,517,2,16,3,3452,0,0,0,0,1,1,,3,10
62,517,2,17,7,10069,1,7,1,0,1,1,,7,7
62,517,2,18,7,675,0,0,0,0,1,1,,7,10
62,517,2,19,7,-11552,0,0,0,0,1,1,,10,10
62,517,2,20,7,-47498,0,0,0,0,1,1,,10,10
63,773,3,0,0,-36741,0,0,0,0,1,1,,10,10
63,773,3,1,0,-26798,0,0,0,0,1,1,,10,10
63,773,3,2,0,-12083,0,0,0,0,1,1,,10,10
63,773,3,3,3,-9139,0,0,0,0,1,1,,10,10
63,773,3,4,3,9707,1,3,1,0,1,1,,3,3
63,773,3,5,3,623,0,0,0,0,1,1,,3,10
63,773,3,6,3,14332,1,3,1,0,1,1,,3,3
63,773,3,7,3,20588,1,3,2,0,1,1,,3,3
63,773,3,8,3,22514,1,3,3,0,1,1,,3,3
63,773,3,9,3,21321,1,3,4,0,1,1,,3,3
63,773,3,10,3,25002,1,0,0,10,0,0,3,3,3
63,773,3,11,3,16078,1,0,0,9,0,0,,3,3
63,773,3,12,3,25410,1,0,0,8,0,0,,3,3
63,773,3,13,3,20339,1,0,0,7,0,0,,3,3
63,773,3,14,3,14643,1,0,0,6,0,0,,3,3
63,773,3,15,3,-806,0,0,0,5,0,1,,11,11
63,773,3,16,0,3151,0,0,0,4,0,1,,0,10
63,773,3,17,0,-12462,0,0,0,3,0,1,,10,10
63,773,3,18,0,-18494,0,0,0,2,0,1,,10,10
63,773,3,19,0,-24977,0,0,0,1,0,1,,10,10
63,773,3,20,2,-31581,0,0,0,0,1,1,,10,10
64,1029,4,0,7,-42512,0,0,0,0,1,1,,10,10
64,1029,4,1,0,-25636,0,0,0,0,1,1,,10,10
64,1029,4,2,7,-7673,0,0,0,0,1,1,,10,10
64,1029,4,3,0,-15902,0,0,0,0,1,1,,10,10
64,1029,4,4,0,-9465,0,0,0,0,1,1,,10,10
64,1029,4,5,4,3926,0,0,0,0,1,1,,4,10
64,1029,4,6,4,10512,1,4,1,0,1,1,,4,4
64,1029,4,7,4,15778,1,4,2,0,1,1,,4,4
64,1029,4,8,4,14601,1,4,3,0,1,1,,4,4
64,1029,4,9,4,19794,1,4,4,0,1,1,,4,4
64,1029,4,10,4,24061,1,0,0,10,0,0,4,4,4
64,1029,4,11,4,26913,1,0,0,9,0,0,,4,4
64,1029,4,12,4,36239,1,0,0,8,0,0,,4,4
64,1029,4,13,4,16862,1,0,0,7,0,0,,4,4
64,1029,4,14,4,3187,0,0,0,6,0,1,,4,10
64,1029,4,15,2,-28878,0,0,0,5,0,1,,10,10
64,1029,4,16,4,-27379,0,0,0,4,0,1,,10,10
64,1029,4,17,2,-33829,0,0,0,3,0,1,,10,10
64,1029,4,18,8,-34474,0,0,0,2,0,1,,10,10
64,1029,4,19,2,-35330,0,0,0,1,0,1,,10,10
64,1029,4,20,2,-42042,0,0,0,0,1,1,,10,10
65,1285,5,0,3,-31015,0,0,0,0,1,1,,10,10
65,1285,5,1,3,-25838,0,0,0,0,1,1,,10,10
65,1285,5,2,3,-19556,0,0,0,0,1,1,,10,10
65,1285,5,3,3,-11804,0,0,0,0,1,1,,10,10
65,1285,5,4,3,1223,0,0,0,0,1,1,,3,10
65,1285,5,5,3,5087,1,3,1,0,1,1,,3,3
65,1285,5,6,3,-2327,0,0,0,0,1,1,,11,11
65,1285,5,7,5,8272,1,5,1,0,1,1,,5,5
65,1285,5,8,5,12001,1,5,2,0,1,1,,5,5
65,1285,5,9,5,13129,1,5,3,0,1,1,,5,5
65,1285,5,10,5,22970,1,5,4,0,1,1,,5,5
65,1285,5,11,5,16931,1,0,0,10,0,0,5,5,5
65,1285,5,12,5,18870,1,0,0,9,0,0,,5,5
65,1285,5,13,5,21999,1,0,0,8,0,0,,5,5
65,1285,5,14,5,13988,1,0,0,7,0,0,,5,5
65,1285,5,15,5,23562,1,0,0,6,0,0,,5,5
65,1285,5,16,5,13617,1,0,0,5,0,0,,5,5
65,1285,5,17,8,-33885,0,0,0,4,0,1,,10,10
65,1285,5,18,4,-42439,0,0,0,3,0,1,,10,10
65,1285,5,19,2,-34688,0,0,0,2,0,1,,10,10
65,1285,5,20,8,-51401,0,0,0,1,0,1,,10,10
66,1541,6,0,7,-48519,0,0,0,0,1,1,,10,10
66,1541,6,1,7,-27348,0,0,0,0,1,1,,10,10
66,1541,6,2,3,-26387,0,0,0,0,1,1,,10,10
66,1541,6,3,0,-8961,0,0,0,0,1,1,,10,10
66,1541,6,4,3,5654,1,3,1,0,1,1,,3,3
66,1541,6,5,3,3385,0,0,0,0,1,1,,3,10
66,1541,6,6,6,-4230,0,0,0,0,1,1,,11,11
66,1541,6,7,6,1615,0,0,0,0,1,1,,6,10
66,1541,6,8,6,21866,1,6,1,0,1,1,,6,6
66,1541,6,9,6,3047,0,0,0,0,1,1,,6,10
66,1541,6,10,6,8944,1,6,1,0,1,1,,6,6
66,1541,6,11,6,3764,0,0,0,0,1,1,,6,10
66,1541,6,12,6,8788,1,6,1,0,1,1,,6,6
66,1541,6,13,3,5292,1,3,1,0,1,1,,3,3
66,1541,6,14,3,-3671,0,0,0,0,1,1,,10,10
66,1541,6,15,6,-22473,0,0,0,0,1,1,,10,10
66,1541,6,16,3,-18533,0,0,0,0,1,1,,10,10
66,1541,6,17,3,-19898,0,0,0,0,1,1,,10,10
66,1541,6,18,9,-27997,0,0,0,0,1,1,,10,10
66,1541,6,19,0,-21563,0,0,0,0,1,1,,10,10
66,1541,6,20,7,-53397,0,0,0,0,1,1,,10,10
67,1797,7,0,3,-26523,0,0,0,0,1,1,,10,10
67,1797,7,1,3,-12330,0,0,0,0,1,1,,10,10
67,1797,7,2,2,7733,1,2,1,0,1,1,,2,2
67,1797,7,3,2,9456,1,2,2,0,1,1,,2,2
67,1797,7,4,7,20944,1,7,1,0,1,1,,7,7
67,1797,7,5,7,26568,1,7,2,0,1,1,,7,7
67,1797,7,6,7,27433,1,7,3,0,1,1,,7,7
67,1797,7,7,7,23588,1,7,4,0,1,1,,7,7
67,1797,7,8,7,26000,1,0,0,10,0,0,7,7,7
67,1797,7,9,7,29250,1,0,0,9,0,0,,7,7
67,1797,7,10,7,28306,1,0,0,8,0,0,,7,7
67,1797,7,11,7,19440,1,0,0,7,0,0,,7,7
67,1797,7,12,7,13402,1,0,0,6,0,0,,7,7
67,1797,7,13,7,7636,1,0,0,5,0,0,,7,7
67,1797,7,14,3,-2501,0,0,0,4,0,1,,10,10
67,1797,7,15,8,-11163,0,0,0,3,0,1,,10,10
67,1797,7,16,0,-12670,0,0,0,2,0,1,,10,10
67,1797,7,17,0,-15174,0,0,0,1,0,1,,10,10
67,1797,7,18,0,-24275,0,0,0,0,1,1,,10,10
67,1797,7,19,0,-28925,0,0,0,0,1,1,,10,10
67,1797,7,20,0,-41738,0,0,0,0,1,1,,10,10
68,2053,8,0,2,-48839,0,0,0,0,1,1,,10,10
68,2053,8,1,2,-47689,0,0,0,0,1,1,,10,10
68,2053,8,2,4,-41146,0,0,0,0,1,1,,10,10
68,2053,8,3,4,-37701,0,0,0,0,1,1,,10,10
68,2053,8,4,8,-45418,0,0,0,0,1,1,,10,10
68,2053,8,5,8,-47247,0,0,0,0,1,1,,10,10
68,2053,8,6,8,7954,1,8,1,0,1,1,,8,8
68,2053,8,7,8,26172,1,8,2,0,1,1,,8,8
68,2053,8,8,8,30302,1,8,3,0,1,1,,8,8
68,2053,8,9,8,34481,1,8,4,0,1,1,,8,8
68,2053,8,10,8,42971,1,0,0,10,0,0,8,8,8
68,2053,8,11,8,30059,1,0,0,9,0,0,,8,8
68,2053,8,12,8,21414,1,0,0,8,0,0,,8,8
68,2053,8,13,8,20840,1,0,0,7,0,0,,8,8
68,2053,8,14,8,12593,1,0,0,6,0,0,,8,8
68,2053,8,15,7,2555,0,0,0,5,0,1,,7,10
68,2053,8,16,9,-14758,0,0,0,4,0,1,,10,10
68,2053,8,17,7,-12511,0,0,0,3,0,1,,10,10
68,2053,8,18,7,8013,1,0,0,2,0,1,,7,7
68,2053,8,19,7,-31430,0,0,0,1,0,1,,10,10
68,2053,8,20,7,-51666,0,0,0,0,1,1,,10,10
69,2309,9,0,0,-33074,0,0,0,0,1,1,,10,10
69,2309,9,1,0,-32230,0,0,0,0,1,1,,10,10
69,2309,9,2,0,-23828,0,0,0,0,1,1,,10,10
69,2309,9,3,0,-20500,0,0,0,0,1,1,,10,10
69,2309,9,4,3,-3100,0,0,0,0,1,1,,10,10
69,2309,9,5,9,-618,0,0,0,0,1,1,,11,11
69,2309,9,6,3,7132,1,3,1,0,1,1,,3,3
69,2309,9,7,9,12130,1,9,1,0,1,1,,9,9
69,2309,9,8,9,18640,1,9,2,0,1,1,,9,9
69,2309,9,9,9,15643,1,9,3,0,1,1,,9,9
69,2309,9,10,9,18241,1,9,4,0,1,1,,9,9
69,2309,9,11,9,8230,1,0,0,10,0,0,9,9,9
69,2309,9,12,9,15079,1,0,0,9,0,0,,9,9
69,2309,9,13,9,12047,1,0,0,8,0,0,,9,9
69,2309,9,14,8,1642,0,0,0,7,0,1,,8,10
69,2309,9,15,2,-3200,0,0,0,6,0,1,,11,11
69,2309,9,16,0,-18526,0,0,0,5,0,1,,10,10
69,2309,9,17,0,-12302,0,0,0,4,0,1,,10,10
69,2309,9,18,3,-27003,0,0,0,3,0,1,,10,10
69,2309,9,19,0,-31118,0,0,0,2,0,1,,10,10
69,2309,9,20,0,-35819,0,0,0,1,0,1,,10,10
70,2565,10,0,7,-39457,0,0,0,0,1,1,,10,10
70,2565,10,1,7,-47499,0,0,0,0,1,1,,10,10
70,2565,10,2,7,-47874,0,0,0,0,1,1,,10,10
70,2565,10,3,7,-45334,0,0,0,0,1,1,,10,10
70,2565,10,4,7,-50770,0,0,0,0,1,1,,10,10
70,2565,10,5,7,-45189,0,0,0,0,1,1,,10,10
70,2565,10,6,7,-48061,0,0,0,0,1,1,,10,10
70,2565,10,7,7,-37601,0,0,0,0,1,1,,10,10
70,2565,10,8,7,-37601,0,0,0,0,1,1,,10,10
70,2565,10,9,7,-37601,0,0,0,0,1,1,,10,10
70,2565,10,10,7,-37601,0,0,0,0,1,1,,10,10
70,2565,10,11,7,-31290,0,0,0,0,1,1,,10,10
70,2565,10,12,0,-40499,0,0,0,0,1,1,,10,10
70,2565,10,13,0,-48185,0,0,0,0,1,1,,10,10
70,2565,10,14,0,-44036,0,0,0,0,1,1,,10,10
70,2565,10,15,7,-43923,0,0,0,0,1,1,,10,10
70,2565,10,16,0,-44512,0,0,0,0,1,1,,10,10
70,2565,10,17,7,-55210,0,0,0,0,1,1,,10,10
70,2565,10,18,7,-51301,0,0,0,0,1,1,,10,10
70,2565,10,19,3,-46116,0,0,0,0,1,1,,10,10
70,2565,10,20,7,-36736,0,0,0,0,1,1,,10,10
71,2821,11,0,3,-26523,0,0,0,0,1,1,,10,10
71,2821,11,1,3,-12330,0,0,0,0,1,1,,10,10
71,2821,11,2,3,-11052,0,0,0,0,1,1,,10,10
71,2821,11,3,3,-13067,0,0,0,0,1,1,,10,10
71,2821,11,4,3,-3735,0,0,0,0,1,1,,10,10
71,2821,11,5,9,2039,0,0,0,0,1,1,,9,10
71,2821,11,6,9,-3435,0,0,0,0,1,1,,11,11
71,2821,11,7,9,-16788,0,0,0,0,1,1,,11,11
71,2821,11,8,5,-15293,0,0,0,0,1,1,,11,11
71,2821,11,9,5,-21632,0,0,0,0,1,1,,11,11
71,2821,11,10,9,-25321,0,0,0,0,1,1,,11,11
71,2821,11,11,9,-15220,0,0,0,0,1,1,,11,11
71,2821,11,12,9,-14355,0,0,0,0,1,1,,11,11
71,2821,11,13,2,-15287,0,0,0,0,1,1,,11,11
71,2821,11,14,5,-5571,0,0,0,0,1,1,,11,11
71,2821,11,15,5,-10539,0,0,0,0,1,1,,11,11
71,2821,11,16,4,5449,1,4,1,0,1,1,,4,4
71,2821,11,17,4,8266,1,4,2,0,1,1,,4,4
71,2821,11,18,4,-24717,0,0,0,0,1,1,,10,10
71,2821,11,19,0,-23603,0,0,0,0,1,1,,10,10
71,2821,11,20,2,-36220,0,0,0,0,1,1,,10,10
72,6,0,0,7,-47112,0,0,0,0,1,1,,10,10
72,6,0,1,0,-29891,0,0,0,0,1,1,,10,10
72,6,0,2,7,-41498,0,0,0,0,1,1,,10,10
72,6,0,3,0,-14003,0,0,0,0,1,1,,10,10
72,6,0,4,0,-12789,0,0,0,0,1,1,,10,10
72,6,0,5,4,17928,1,4,1,0,1,1,,4,4
72,6,0,6,0,12616,1,0,1,0,1,1,,0,0
72,6,0,7,0,18784,1,0,2,0,1,1,,0,0
72,6,0,8,0,23393,1,0,3,0,1,1,,0,0
72,6,0,9,0,20856,1,0,4,0,1,1,,0,0
72,6,0,10,0,41107,1,0,0,10,0,0,0,0,0
72,6,0,11,0,23771,1,0,0,9,0,0,,0,0
72,6,0,12,0,18586,1,0,0,8,0,0,,0,0
72,6,0,13,6,7123,1,0,0,7,0,0,,6,6
72,6,0,14,6,7514,1,0,0,6,0,0,,6,6
72,6,0,15,6,8658,1,0,0,5,0,0,,6,6
72,6,0,16,7,12069,1,0,0,4,0,0,,7,7
72,6,0,17,7,11590,1,0,0,3,0,0,,7,7
72,6,0,18,7,528,0,0,0,2,0,1,,7,10
72,6,0,19,7,-24935,0,0,0,1,0,1,,10,10
72,6,0,20,7,-36739,0,0,0,0,1,1,,10,10
73,262,1,0,2,-34093,0,0,0,0,1,1,,10,10
73,262,1,1,8,-26227,0,0,0,0,1,1,,10,10
73,262,1,2,2,-19924,0,0,0,0,1,1,,10,10
73,262,1,3,0,10163,1,0,1,0,1,1,,0,0
73,262,1,4,1,11673,1,1,1,0,1,1,,1,1
73,262,1,5,1,13230,1,1,2,0,1,1,,1,1
73,262,1,6,1,16080,1,1,3,0,1,1,,1,1
73,262,1,7,1,16170,1,1,4,0,1,1,,1,1
73,262,1,8,1,19619,1,0,0,10,0,0,1,1,1
73,262,1,9,1,23402,1,0,0,9,0,0,,1,1
73,262,1,10,1,24491,1,0,0,8,0,0,,1,1
73,262,1,11,1,5577,1,0,0,7,0,0,,1,1
73,262,1,12,9,4935,1,0,0,6,0,0,,9,9
73,262,1,13,3,9202,1,0,0,5,0,0,,3,3
73,262,1,14,6,6084,1,0,0,4,0,0,,6,6
73,262,1,15,3,11226,1,0,0,3,0,0,,3,3
73,262,1,16,3,6487,1,0,0,2,0,0,,3,3
73,262,1,17,7,-2093,0,0,0,1,0,1,,10,10
73,262,1,18,7,-6691,0,0,0,0,1,1,,10,10
73,262,1,19,7,-26242,0,0,0,0,1,1,,10,10
73,262,1,20,7,-53844,0,0,0,0,1,1,,10,10
74,518,2,0,0,-35464,0,0,0,0,1,1,,10,10
74,518,2,1,0,-16092,0,0,0,0,1,1,,10,10
74,518,2,2,0,-12950,0,0,0,0,1,1,,10,10
74,518,2,3,0,-2157,0,0,0,0,1,1,,10,10
74,518,2,4,2,14358,1,2,1,0,1,1,,2,2
74,518,2,5,2,14248,1,2,2,0,1,1,,2,2
74,518,2,6,2,17143,1,2,3,0,1,1,,2,2
74,518,2,7,2,24881,1,2,4,0,1,1,,2,2
74,518,2,8,2,19854,1,0,0,10,0,0,2,2,2
74,518,2,9,2,23014,1,0,0,9,0,0,,2,2
74,518,2,10,2,19266,1,0,0,8,0,0,,2,2
74,518,2,11,2,21956,1,0,0,7,0,0,,2,2
74,518,2,12,2,13226,1,0,0,6,0,0,,2,2
74,518,2,13,2,13243,1,0,0,5,0,0,,2,2
74,518,2,14,7,4891,1,0,0,4,0,0,,9,9
74,518,2,15,3,3656,0,0,0,3,0,1,,3,10
74,518,2,16,3,7776,1,0,0,2,0,1,,3,3
74,518,2,17,3,6057,1,0,0,1,0,1,,3,3
74,518,2,18,7,-7652,0,0,0,0,1,1,,10,10
74,518,2,19,7,-32269,0,0,0,0,1,1,,10,10
74,518,2,20,7,-48519,0,0,0,0,1,1,,10,10
75,774,3,0,7,-41758,0,0,0,0,1,1,,10,10
75,774,3,1,7,-22646,0,0,0,0,1,1,,10,10
75,774,3,2,7,-25394,0,0,0,0,1,1,,10,10
75,774,3,3,0,-23613,0,0,0,0,1,1,,10,10
75,774,3,4,9,-21205,0,0,0,0,1,1,,10,10
75,774,3,5,3,-14013,0,0,0,0,1,1,,10,10
75,774,3,6,3,-4503,0,0,0,0,1,1,,10,10
75,774,3,7,3,4996,1,3,1,0,1,1,,3,3
75,774,3,8,9,13531,1,9,1,0,1,1,,9,9
75,774,3,9,9,7744,1,9,2,0,1,1,,9,9
75,774,3,10,9,16904,1,9,3,0,1,1,,9,9
75,774,3,11,9,10381,1,9,4,0,1,1,,9,9
75,774,3,12,6,12506,1,6,1,0,1,1,,6,6
75,774,3,13,3,12660,1,3,1,0,1,1,,3,3
75,774,3,14,6,5380,1,6,1,0,1,1,,6,6
75,774,3,15,6,10137,1,6,2,0,1,1,,6,6
75,774,3,16,3,2443,0,0,0,0,1,1,,3,10
75,774,3,17,3,-8153,0,0,0,0,1,1,,10,10
75,774,3,18,3,-15275,0,0,0,0,1,1,,10,10
75,774,3,19,3,-26745,0,0,0,0,1,1,,10,10
75,774,3,20,3,-30703,0,0,0,0,1,1,,10,10
76,1030,4,0,0,-38812,0,0,0,0,1,1,,10,10
76,1030,4,1,0,-32342,0,0,0,0,1,1,,10,10
76,1030,4,2,0,-20908,0,0,0,0,1,1,,10,10
76,1030,4,3,0,-9016,0,0,0,0,1,1,,10,10
76,1030,4,4,0,-6186,0,0,0,0,1,1,,10,10
76,1030,4,5,0,-8891,0,0,0,0,1,1,,10,10
76,1030,4,6,0,6067,1,0,1,0,1,1,,0,0
76,1030,4,7,0,4335,1,0,2,0,1,1,,0,0
76,1030,4,8,9,1625,0,0,0,0,1,1,,9,10
76,1030,4,9,4,12093,1,4,1,0,1,1,,4,4
76,1030,4,10,9,7261,1,9,1,0,1,1,,9,9
76,1030,4,11,2,11266,1,2,1,0,1,1,,2,2
76,1030,4,12,7,8846,1,7,1,0,1,1,,7,7
76,1030,4,13,7,1568,0,0,0,0,1,1,,7,10
76,1030,4,14,7,10360,1,7,1,0,1,1,,7,7
76,1030,4,15,7,8462,1,7,2,0,1,1,,7,7
76,1030,4,16,7,-8369,0,0,0,0,1,1,,10,10
76,1030,4,17,7,-18321,0,0,0,0,1,1,,10,10
76,1030,4,18,7,-14852,0,0,0,0,1,1,,10,10
76,1030,4,19,7,-23067,0,0,0,0,1,1,,10,10
76,1030,4,20,3,-52030,0,0,0,0,1,1,,10,10
77,1286,5,0,3,-43461,0,0,0,0,1,1,,10,10
77,1286,5,1,7,-26945,0,0,0,0,1,1,,10,10
77,1286,5,2,7,-7360,0,0,0,0,1,1,,10,10
77,1286,5,3,0,-5916,0,0,0,0,1,1,,10,10
77,1286,5,4,3,-2758,0,0,0,0,1,1,,10,10
77,1286,5,5,3,3835,0,0,0,0,1,1,,3,10
77,1286,5,6,5,7504,1,5,1,0,1,1,,5,5
77,1286,5,7,5,3435,0,0,0,0,1,1,,5,10
77,1286,5,8,5,16494,1,5,1,0,1,1,,5,5
77,1286,5,9,5,17378,1,5,2,0,1,1,,5,5
77,1286,5,10,5,21353,1,5,3,0,1,1,,5,5
77,1286,5,11,5,22795,1,5,4,0,1,1,,5,5
77,1286,5,12,5,26649,1,0,0,10,0,0,5,5,5
77,1286,5,13,5,23183,1,0,0,9,0,0,,5,5
77,1286,5,14,5,14530,1,0,0,8,0,0,,5,5
77,1286,5,15,5,2626,0,0,0,7,0,1,,5,10
77,1286,5,16,4,-8990,0,0,0,6,0,1,,10,10
77,1286,5,17,2,-1271,0,0,0,5,0,1,,10,10
77,1286,5,18,8,-20923,0,0,0,4,0,1,,10,10
77,1286,5,19,8,-28762,0,0,0,3,0,1,,10,10
77,1286,5,20,8,-29926,0,0,0,2,0,1,,10,10
78,1542,6,0,7,-35982,0,0,0,0,1,1,,10,10
78,1542,6,1,0,-23492,0,0,0,0,1,1,,10,10
78,1542,6,2,0,-15132,0,0,0,0,1,1,,10,10
78,1542,6,3,0,-9283,0,0,0,0,1,1,,10,10
78,1542,6,4,7,2619,0,0,0,0,1,1,,7,10
78,1542,6,5,9,8558,1,9,1,0,1,1,,9,9
78,1542,6,6,6,9266,1,6,1,0,1,1,,6,6
78,1542,6,7,9,7424,1,9,1,0,1,1,,9,9
78,1542,6,8,6,14206,1,6,1,0,1,1,,6,6
78,1542,6,9,6,16915,1,6,2,0,1,1,,6,6
78,1542,6,10,6,20159,1,6,3,0,1,1,,6,6
78,1542,6,11,6,19141,1,6,4,0,1,1,,6,6
78,1542,6,12,6,11961,1,0,0,10,0,0,6,6,6
78,1542,6,13,6,11211,1,0,0,9,0,0,,6,6
78,1542,6,14,6,15829,1,0,0,8,0,0,,6,6
78,1542,6,15,6,15829,1,0,0,7,0,0,,6,6
78,1542,6,16,6,13833,1,0,0,6,0,0,,6,6
78,1542,6,17,0,-1165,0,0,0,5,0,1,,10,10
78,1542,6,18,0,-7694,0,0,0,4,0,1,,10,10
78,1542,6,19,0,-23838,0,0,0,3,0,1,,10,10
78,1542,6,20,0,-36741,0,0,0,2,0,1,,10,10
79,1798,7,0,0,-38273,0,0,0,0,1,1,,10,10
79,1798,7,1,0,-22050,0,0,0,0,1,1,,10,10
79,1798,7,2,0,-13981,0,0,0,0,1,1,,10,10
79,1798,7,3,0,-21203,0,0,0,0,1,1,,10,10
79,1798,7,4,0,-13923,0,0,0,0,1,1,,10,10
79,1798,7,5,0,-8327,0,0,0,0,1,1,,10,10
79,1798,7,6,0,-13049,0,0,0,0,1,1,,10,10
79,1798,7,7,2,13372,1,2,1,0,1,1,,2,2
79,1798,7,8,2,17206,1,2,2,0,1,1,,2,2
79,1798,7,9,2,17307,1,2,3,0,1,1,,2,2
79,1798,7,10,7,23222,1,7,1,0,1,1,,7,7
79,1798,7,11,7,24305,1,7,2,0,1,1,,7,7
79,1798,7,12,7,20338,1,7,3,0,1,1,,7,7
79,1798,7,13,7,22500,1,7,4,0,1,1,,7,7
79,1798,7,14,7,20119,1,0,0,10,0,0,7,7,7
79,1798,7,15,2,20046,1,0,0,9,0,0,,2,2
79,1798,7,16,7,22464,1,0,0,8,0,0,,7,7
79,1798,7,17,7,24840,1,0,0,7,0,0,,7,7
79,1798,7,18,2,-35809,0,0,0,6,0,1,,10,10
79,1798,7,19,4,-34762,0,0,0,5,0,1,,10,10
79,1798,7,20,2,-42283,0,0,0,4,0,1,,10,10
80,2054,8,0,0,-32257,0,0,0,0,1,1,,10,10
80,2054,8,1,0,-13648,0,0,0,0,1,1,,10,10
80,2054,8,2,0,-13063,0,0,0,0,1,1,,10,10
80,2054,8,3,0,-31411,0,0,0,0,1,1,,10,10
80,2054,8,4,0,-39990,0,0,0,0,1,1,,10,10
80,2054,8,5,8,13295,1,8,1,0,1,1,,8,8
80,2054,8,6,8,23158,1,8,2,0,1,1,,8,8
80,2054,8,7,8,23768,1,8,3,0,1,1,,8,8
80,2054,8,8,8,22612,1,8,4,0,1,1,,8,8
80,2054,8,9,8,20614,1,0,0,10,0,0,8,8,8
80,2054,8,10,8,29137,1,0,0,9,0,0,,8,8
80,2054,8,11,8,34339,1,0,0,8,0,0,,8,8
80,2054,8,12,8,30006,1,0,0,7,0,0,,8,8
80,2054,8,13,8,26237,1,0,0,6,0,0,,8,8
80,2054,8,14,8,7516,1,0,0,5,0,0,,8,8
80,2054,8,15,8,2345,0,0,0,4,0,1,,8,10
80,2054,8,16,0,4351,1,0,0,3,0,1,,0,0
80,2054,8,17,0,-457,0,0,0,2,0,1,,10,10
80,2054,8,18,0,-18376,0,0,0,1,0,1,,10,10
80,2054,8,19,0,-36591,0,0,0,0,1,1,,10,10
80,2054,8,20,0,-38273,0,0,0,0,1,1,,10,10
81,2310,9,0,7,-38755,0,0,0,0,1,1,,10,10
81,2310,9,1,0,-27070,0,0,0,0,1,1,,10,10
81,2310,9,2,7,-24865,0,0,0,0,1,1,,10,10
81,2310,9,3,7,-11202,0,0,0,0,1,1,,10,10
81,2310,9,4,3,-16016,0,0,0,0,1,1,,10,10
81,2310,9,5,9,-10103,0,0,0,0,1,1,,10,10
81,2310,9,6,9,18146,1,9,1,0,1,1,,9,9
81,2310,9,7,9,24197,1,9,2,0,1,1,,9,9
81,2310,9,8,9,21955,1,9,3,0,1,1,,9,9
81,2310,9,9,9,18600,1,9,4,0,1,1,,9,9
81,2310,9,10,9,19649,1,0,0,10,0,0,9,9,9
81,2310,9,11,9,11461,1,0,0,9,0,0,,9,9
81,2310,9,12,9,15395,1,0,0,8,0,0,,9,9
